Input_host,Assigned_host,Assigned_method,Eval,Final_host,Version,Source
lespedeza cuneata,Lespedeza cuneata,ete3,True,Lespedeza cuneata,20231103,Host
leucaena leucocephala,Leucaena leucocephala,ete3,True,Leucaena leucocephala,20231103,Host
listia bainesii,Listia bainesii,ete3,True,Listia bainesii,20231103,Host
lobaria pulmonaria thallus,Lobaria pulmonaria,fuzzy_sci,True,Lobaria pulmonaria,20231103,Host
locusta migratoria,Locusta migratoria,ete3,True,Locusta migratoria,20231103,Host
lolium arundinaceum,Lolium arundinaceum,ete3,True,Lolium arundinaceum,20231103,Host
lolium perenne,Lolium perenne,ete3,True,Lolium perenne,20231103,Host
lotus,Lotus,ete3,True,Lotus,20231103,Host
lotus corniculatus,Lotus corniculatus,ete3,True,Lotus corniculatus,20231103,Host
lotus corniculatus nodule,Lotus corniculatus,fuzzy_sci,True,Lotus corniculatus,20231103,IsolationSource
lotus japoicus,Lotus japonicus,fuzzy_sci,True,Lotus japonicus,20231103,Host
lotus japonicus,Lotus japonicus,ete3,True,Lotus japonicus,20231103,Host
african elephants,Loxodonta,ncbi_taxonomy,True,Loxodonta,20231103,IsolationSource
wolfberry,Lycium barbarum,ncbi_taxonomy,True,Lycium barbarum,20231103,IsolationSource
lysandra bellargus,Lysandra bellargus,ete3,True,Lysandra bellargus,20231103,Host
macaca assamensis,Macaca assamensis,ete3,True,Macaca assamensis,20231103,Host
macaca mulatta,Macaca mulatta,ete3,True,Macaca mulatta,20231103,Host
liontailed macaques,Macaca silenus,fuzzy_common,True,Macaca silenus,20231103,Host
macaca silenus,Macaca silenus,ete3,True,Macaca silenus,20231103,Host
macadamia nut,Macadamia integrifolia,ncbi_taxonomy,True,Macadamia integrifolia,20231103,IsolationSource
macrobrachium nipponense,Macrobrachium nipponense,ete3,True,Macrobrachium nipponense,20231103,Host
macrobrachium rosenbergii,Macrobrachium rosenbergii,ete3,True,Macrobrachium rosenbergii,20231103,Host
macrocystis pyrifera,Macrocystis pyrifera,ete3,True,Macrocystis pyrifera,20231103,Host
macroplea mutica,Macroplea mutica,ete3,True,Macroplea mutica,20231103,Host
macrosiphum albifrons,Macrosiphum albifrons,ete3,True,Macrosiphum albifrons,20231103,Host
macrosiphum gaurae,Macrosiphum gaurae,ete3,True,Macrosiphum gaurae,20231103,Host
macrotermes barneyi,Macrotermes barneyi,ete3,True,Macrotermes barneyi,20231103,Host
macrotermes natalensis,Macrotermes natalensis,ete3,True,Macrotermes natalensis,20231103,Host
mactra veneriformis,Mactra quadrangularis,ete3,True,Mactra quadrangularis,20231103,IsolationSource
apple,Malus domestica,ncbi_taxonomy,True,Malus domestica,20231103,Host
malus sieversii,Malus sieversii,ete3,True,Malus sieversii,20231103,Host
malus sp.,Malus sp.,ete3,True,Malus sp.,20231103,IsolationSource
malus sylvestris,Malus sylvestris,ete3,True,Malus sylvestris,20231103,IsolationSource
mangifera indica,Mangifera indica,ete3,True,Mangifera indica,20231103,Host
mango,Mangifera indica,ncbi_taxonomy,True,Mangifera indica,20231103,IsolationSource
cassava,Manihot esculenta,fuzzy_common,True,Manihot esculenta,20231103,IsolationSource
manihot esculenta crantz,Manihot esculenta,fuzzy_sci,True,Manihot esculenta,20231103,Host
manis javanica,Manis javanica,ete3,True,Manis javanica,20231103,Host
marmot,Marmota,fuzzy_sci,True,Marmota,20231103,Host
marmota,Marmota,ete3,True,Marmota,20231103,Host
marmota baibacina,Marmota baibacina,ete3,True,Marmota baibacina,20231103,Host
marmota himalayana,Marmota himalayana,ete3,True,Marmota himalayana,20231103,Host
marmota sibirica,Marmota sibirica,ete3,True,Marmota sibirica,20231103,Host
mastacembelus,Mastacembelus,ete3,True,Mastacembelus,20231103,Host
mastotermes darwiniensis,Mastotermes darwiniensis,ete3,True,Mastotermes darwiniensis,20231103,Host
matthiola incana,Matthiola incana,ete3,True,Matthiola incana,20231103,Host
medicago,Medicago,ete3,True,Medicago,20231103,Host
medicago arborea,Medicago arborea,ete3,True,Medicago arborea,20231103,Host
medicago lupulina l.,Medicago lupulina,fuzzy_sci,True,Medicago lupulina,20231103,Host
medicago orbicularis,Medicago orbicularis,ete3,True,Medicago orbicularis,20231103,Host
alfalfa,Medicago sativa,ncbi_taxonomy,True,Medicago sativa,20231103,Host
medicago sativa,Medicago sativa,ete3,True,Medicago sativa,20231103,Host
medicago sativa l. subsp. ambigua,Medicago sativa,fuzzy_syn,True,Medicago sativa,20231103,Host
medicago sativa subsp. varia (martyn) arcang,Medicago sativa subsp. x varia,fuzzy_sci,True,Medicago sativa subsp. x varia,20231103,Host
medicago truncatula,Medicago truncatula,ete3,True,Medicago truncatula,20231103,Host
mediolabrus comicus,Mediolabrus comicus,ete3,True,Mediolabrus comicus,20231103,Host
megacopta punctatissima,Megacopta punctatissima,ete3,True,Megacopta punctatissima,20231103,Host
megaspora,Megaspora,ete3,True,Megaspora,20231103,Host
melanaphis sacchari,Melanaphis sacchari,ete3,True,Melanaphis sacchari,20231103,Host
meleagris gallopavo,Meleagris gallopavo,ete3,True,Meleagris gallopavo,20231103,Host
turkey,Meleagris gallopavo,ncbi_taxonomy,True,Meleagris gallopavo,20231103,Host
melon,Meleon,fuzzy_sci,False,Cucumis melo,20231103,Host
meles meles,Meles meles,ete3,True,Meles meles,20231103,Host
melilotus albus,Melilotus albus,ete3,True,Melilotus albus,20231103,Host
melilotus officinalis,Melilotus officinalis,ete3,True,Melilotus officinalis,20231103,Host
melipona lateralis,Melipona lateralis,ete3,True,Melipona lateralis,20231103,Host
mercenaria mercenaria,Mercenaria mercenaria,ete3,True,Mercenaria mercenaria,20231103,Host
mesostigma viride,Mesostigma viride,ete3,True,Mesostigma viride,20231103,Host
microlophium carnosum,Microlophium carnosum,ete3,True,Microlophium carnosum,20231103,Host
black bass,Micropterus floridanus,ncbi_taxonomy,True,Micropterus floridanus,20231103,Host
micropterus salmoides,Micropterus salmoides,ete3,True,Micropterus salmoides,20231103,Host
microtus ochrogaster,Microtus ochrogaster,ete3,True,Microtus ochrogaster,20231103,Host
mimosa,Mimosa,ete3,True,Mimosa,20231103,Host
mimosa affinis,Mimosa affinis,ete3,True,Mimosa affinis,20231103,Host
mimosa caesalpiniifolia,Mimosa caesalpiniifolia,ete3,True,Mimosa caesalpiniifolia,20231103,Host
mimosa flocculosa,Mimosa flocculosa,ete3,True,Mimosa flocculosa,20231103,Host
miscanthus x giganteus,Miscanthus x giganteus,ete3,True,Miscanthus x giganteus,20231103,Host
mixed sand sample,Mixed sample,fuzzy_sci,True,Mixed sample,20231103,IsolationSource
mizuhopecten yessoensis,Mizuhopecten yessoensis,ete3,True,Mizuhopecten yessoensis,20231103,Host
molothrus ater,Molothrus ater,ete3,True,Molothrus ater,20231103,Host
montipora informis (coral),Montipora informis,fuzzy_sci,True,Montipora informis,20231103,IsolationSource
morella rubra,Morella rubra,ete3,True,Morella rubra,20231103,Host
noni,Morinda citrifolia,ncbi_taxonomy,True,Morinda citrifolia,20231103,IsolationSource
moringa oleifera,Moringa oleifera,ete3,True,Moringa oleifera,20231103,Host
morone chrysops x morone saxatilis,Morone chrysops x Morone saxatilis,ete3,True,Morone chrysops x Morone saxatilis,20231103,Host
morus alba,Morus alba,ete3,True,Morus alba,20231103,Host
moschus berezovskii,Moschus berezovskii,ete3,True,Moschus berezovskii,20231103,Host
mice,Mus musculus,mouse_synonym,True,Mus musculus,20231103,Host
mouse,Mus musculus,mouse_synonym,True,Mus musculus,20231103,Host
mouse gut,Mus musculus,mouse_synonym,True,Mus musculus,20231103,IsolationSource
mouse-c57bl/6j,Mus musculus,mouse_synonym,True,Mus musculus,20231103,Host
mus musculus,Mus musculus,ete3,True,Mus musculus,20231103,Host
mus musculus (g2 mouse),Mus musculus,mouse_synonym,True,Mus musculus,20231103,Host
mus_musculus,Mus musculus,ncbi_taxonomy,True,Mus musculus,20231103,Host
mus musculus c57bl/6j,Mus musculus musculus,fuzzy_sci,True,Mus musculus musculus,20231103,Host
mus musculus subsp. domesticus,Mus musculus musculus,fuzzy_sci,False,Mus musculus domesticus,20231103,Host
plantain,Musa ABB Group,ncbi_taxonomy,True,Musa ABB Group,20231103,Host
musa balbisiana,Musa balbisiana,ete3,True,Musa balbisiana,20231103,Host
musa sp.,Musa sp.,ete3,True,Musa sp.,20231103,Host
housefly,Musca domestica,ncbi_taxonomy,True,Musca domestica,20231103,Host
musca domestica,Musca domestica,ete3,True,Musca domestica,20231103,Host
muscaphis stroyani,Muscaphis stroyani,ete3,True,Muscaphis stroyani,20231103,Host
muscari,Muscari,ete3,True,Muscari,20231103,Host
mustela putorius furo,Mustela putorius furo,ete3,True,Mustela putorius furo,20231103,Host
mya arenaria,Mya arenaria,ete3,True,Mya arenaria,20231103,Host
blue mussel,Mytilus edulis,ncbi_taxonomy,True,Mytilus edulis,20231103,Host
myzus persicae,Myzus persicae,ete3,True,Myzus persicae,20231103,Host
myzus persicae (green peach aphid),Myzus persicae persicae,fuzzy_sci,False,Myzus persicae,20231103,Host
naegleria,Naegleria,ete3,True,Naegleria,20231103,Host
nasonia vitripennis,Nasonia vitripennis,ete3,True,Nasonia vitripennis,20231103,Host
nauphoeta cinerea,Nauphoeta cinerea,ete3,True,Nauphoeta cinerea,20231103,Host
nebria ingens riversi,Nebria ingens riversi,ete3,True,Nebria ingens riversi,20231103,Host
nematode,Nematoda,ncbi_taxonomy,True,Nematoda,20231103,Host
neoaliturus haematoceps,Neoaliturus haematoceps,ete3,True,Neoaliturus haematoceps,20231103,Host
neoaliturus tenellus,Neoaliturus tenellus,ete3,True,Neoaliturus tenellus,20231103,Host
neophocaena asiaeorientalis,Neophocaena asiaeorientalis,ete3,True,Neophocaena asiaeorientalis,20231103,Host
neophocaena phocaenoides,Neophocaena phocaenoides,ete3,True,Neophocaena phocaenoides,20231103,IsolationSource
neopyropia tenera,Neopyropia tenera,ete3,True,Neopyropia tenera,20231103,Host
pyropia yezoensis,Neopyropia yezoensis,ete3,True,Neopyropia yezoensis,20231103,Host
neotoma floridana,Neotoma floridana,ete3,True,Neotoma floridana,20231103,IsolationSource
nicotiana tabacum,Nicotiana tabacum,ete3,True,Nicotiana tabacum,20231103,Host
tobacco,Nicotiana tabacum,ncbi_taxonomy,True,Nicotiana tabacum,20231103,Host
nipponaphis monzeni,Nipponaphis monzeni,ete3,True,Nipponaphis monzeni,20231103,Host
nostoc flagelliforme,Nostoc flagelliforme,ete3,True,Nostoc flagelliforme,20231103,Host
nusuttodinium aeruginosum,Nusuttodinium aeruginosum,ete3,True,Nusuttodinium aeruginosum,20231103,Host
plateau pika,Ochotona curzoniae,ncbi_taxonomy,True,Ochotona curzoniae,20231103,Host
odocoileus virginianus,Odocoileus virginianus,ete3,True,Odocoileus virginianus,20231103,Host
odontobutis obscura,Odontobutis obscura,ete3,True,Odontobutis obscura,20231103,Host
odontobutis platycephala,Odontobutis platycephala,ete3,True,Odontobutis platycephala,20231103,Host
oecophylla smaragdina,Oecophylla smaragdina,ete3,True,Oecophylla smaragdina,20231103,Host
oedothorax gibbosus,Oedothorax gibbosus,ete3,True,Oedothorax gibbosus,20231103,Host
oenothera speciosa,Oenothera speciosa,ete3,True,Oenothera speciosa,20231103,Host
olea,Olea,ete3,True,Olea,20231103,Host
olives,Olea,ncbi_taxonomy,True,Olea,20231103,Host
olea europaea,Olea europaea,ete3,True,Olea europaea,20231103,Host
coho salmon,Oncorhynchus kisutch,ncbi_taxonomy,True,Oncorhynchus kisutch,20231103,IsolationSource
oncorhynchus kisutch,Oncorhynchus kisutch,ete3,True,Oncorhynchus kisutch,20231103,Host
oncorhynchus mykiss,Oncorhynchus mykiss,ete3,True,Oncorhynchus mykiss,20231103,Host
rainbow trout,Oncorhynchus mykiss,ncbi_taxonomy,True,Oncorhynchus mykiss,20231103,Host
oncorhynchus mykiss irideus,Oncorhynchus mykiss irideus,ete3,True,Oncorhynchus mykiss irideus,20231103,Host
ondatra zibethicus,Ondatra zibethicus,ete3,True,Ondatra zibethicus,20231103,Host
onobrychis viciifolia,Onobrychis viciifolia,ete3,True,Onobrychis viciifolia,20231103,Host
oreochromis,Oreochromis,ete3,True,Oreochromis,20231103,Host
oreochromis niloticus,Oreochromis niloticus,ete3,True,Oreochromis niloticus,20231103,Host
origanum marjorana,Origanum majorana,fuzzy_sci,True,Origanum majorana,20231103,IsolationSource
ornithodoros coriaceus,Ornithodoros coriaceus,ete3,True,Ornithodoros coriaceus,20231103,Host
ornithodoros hermsi,Ornithodoros hermsi,ete3,True,Ornithodoros hermsi,20231103,Host
ornithodoros parkeri,Ornithodoros parkeri,ete3,True,Ornithodoros parkeri,20231103,Host
ornithdoros turicatae,Ornithodoros turicata,fuzzy_sci,True,Ornithodoros turicata,20231103,Host
ornithomya avicularia,Ornithomya avicularia,ete3,True,Ornithomya avicularia,20231103,Host
ornithomya biloba,Ornithomya biloba,ete3,True,Ornithomya biloba,20231103,Host
ornithomya fringillina,Ornithomya fringillina,ete3,True,Ornithomya fringillina,20231103,Host
oryctolagus cuniculus,Oryctolagus cuniculus,ete3,True,Oryctolagus cuniculus,20231103,Host
rabbit,Oryctolagus cuniculus,ncbi_taxonomy,True,Oryctolagus cuniculus,20231103,Host
oryza glumipatula,Oryza glumipatula,ete3,True,Oryza glumipatula,20231103,Host
oryza sativa,Oryza sativa,ete3,True,Oryza sativa,20231103,Host
oryza sativa l.,Oryza sativa,fuzzy_sci,True,Oryza sativa,20231103,Host
rice,Oryza sativa,ncbi_taxonomy,True,Oryza sativa,20231103,Host
red kangaroo,Osphranter rufus,ncbi_taxonomy,True,Osphranter rufus,20231103,Host
osteoglossum bicirrhosum,Osteoglossum bicirrhosum,ete3,True,Osteoglossum bicirrhosum,20231103,Host
oyster,Ostreidae,fuzzy_common,True,Ostreidae,20231103,Host
spermophilus beecheyi,Otospermophilus beecheyi,ete3,True,Otospermophilus beecheyi,20231103,IsolationSource
lotus sp.,Otus sp.,fuzzy_sci,False,Lotus,20231103,Host
domestic sheep,Ovis aries,ncbi_taxonomy,True,Ovis aries,20231103,Host
ovis aries,Ovis aries,ete3,True,Ovis aries,20231103,Host
sheep,Ovis aries,ncbi_taxonomy,True,Ovis aries,20231103,Host
oxytropis sp.,Oxytropis,fuzzy_sci,True,Oxytropis,20231103,Host
oxytropis kamtschatica,Oxytropis kamtschatica,ete3,True,Oxytropis kamtschatica,20231103,Host
oxytropis pumilio,Oxytropis pumilio,ete3,True,Oxytropis pumilio,20231103,Host
oxytropis tragacanthoides,Oxytropis tragacanthoides,ete3,True,Oxytropis tragacanthoides,20231103,Host
oxytropis triphylla,Oxytropis triphylla,ete3,True,Oxytropis triphylla,20231103,Host
pachycrepoideus vindemmiae,Pachycrepoideus vindemmiae,ete3,True,Pachycrepoideus vindemmiae,20231103,Host
pagrus major,Pagrus major,ete3,True,Pagrus major,20231103,IsolationSource
paguma larvata,Paguma larvata,ete3,True,Paguma larvata,20231103,Host
ginseng,Panax ginseng,ncbi_taxonomy,True,Panax ginseng,20231103,Host
panax ginseng,Panax ginseng,ete3,True,Panax ginseng,20231103,Host
panda,Panda,ete3,True,Panda,20231103,IsolationSource
panicum miliaceum,Panicum miliaceum,ete3,True,Panicum miliaceum,20231103,Host
pantherophis guttatus,Pantherophis guttatus,ete3,True,Pantherophis guttatus,20231103,Host
tibetan antelope,Pantholops hodgsonii,ncbi_taxonomy,True,Pantholops hodgsonii,20231103,Host
caribbean spiny lobster,Panulirus argus,ncbi_taxonomy,True,Panulirus argus,20231103,Host
panulirus ornatus,Panulirus ornatus,ete3,True,Panulirus ornatus,20231103,Host
papio papio,Papio papio,ete3,True,Papio papio,20231103,Host
parachirida sp.,Parachirida,fuzzy_sci,True,Parachirida,20231103,Host
olive flounder,Paralichthys olivaceus,ncbi_taxonomy,True,Paralichthys olivaceus,20231103,Host
paralichthys olivaceus,Paralichthys olivaceus,ete3,True,Paralichthys olivaceus,20231103,Host
paralichthys olivaceus (flounder),Paralichthys olivaceus,fuzzy_sci,True,Paralichthys olivaceus,20231103,Host
paris polyphylla,Paris polyphylla,ete3,True,Paris polyphylla,20231103,Host
passer domesticus,Passer domesticus,ete3,True,Passer domesticus,20231103,Host
scallop,Patinopecten sp.,ncbi_taxonomy,True,Patinopecten sp.,20231103,IsolationSource
pelargonium,Pelargonium,ete3,True,Pelargonium,20231103,Host
pelicanus rufescens,Pelecanus rufescens,fuzzy_sci,True,Pelecanus rufescens,20231103,Host
chinese soft-shell turtle,Pelodiscus sinensis,fuzzy_common,True,Pelodiscus sinensis,20231103,Host
pelodiscus sinensis,Pelodiscus sinensis,ete3,True,Pelodiscus sinensis,20231103,Host
peltigera membranacea thallus,Peltigera membranacea,fuzzy_sci,True,Peltigera membranacea,20231103,IsolationSource
new zealand,Peltorhamphus novaezeelandiae,fuzzy_common,True,Peltorhamphus novaezeelandiae,20231103,IsolationSource
litopenaeus,Penaeus,ete3,True,Penaeus,20231103,Host
penaeus japonicus,Penaeus japonicus,ete3,True,Penaeus japonicus,20231103,Host
penaeus monodon,Penaeus monodon,ete3,True,Penaeus monodon,20231103,Host
litopenaeus vannamei,Penaeus vannamei,ete3,True,Penaeus vannamei,20231103,IsolationSource
penaeus vannamei,Penaeus vannamei,ete3,True,Penaeus vannamei,20231103,Host
pentalonia nigronervosa,Pentalonia nigronervosa,ete3,True,Pentalonia nigronervosa,20231103,Host
peperomia dindygulensis miq.,Peperomia dindygulensis,fuzzy_sci,True,Peperomia dindygulensis,20231103,Host
perinereis linea,Perinereis linea,ete3,True,Perinereis linea,20231103,Host
periphyllus lyropictus,Periphyllus lyropictus,ete3,True,Periphyllus lyropictus,20231103,Host
american cockroach,Periplaneta americana,ncbi_taxonomy,True,Periplaneta americana,20231103,Host
periplaneta americana,Periplaneta americana,ete3,True,Periplaneta americana,20231103,Host
peromyscus leucopus,Peromyscus leucopus,ete3,True,Peromyscus leucopus,20231103,Host
phaeoceros,Phaeoceros,ete3,True,Phaeoceros,20231103,Host
phaseolus sp.,Phaeolus sp.,fuzzy_sci,True,Phaeolus sp.,20231103,Host
