"query","method","eval","tags","version","source","TAXONOMY_UID"
"medicago truncatula","ete3",1,"host_associated",20231103,"Host",3880
"medical cimen","not_assigned",1,,20231103,"IsolationSource",-1
"medical patient","ete4,token_set_ratio,common",1,"host_associated",2024,"type",9606
"medical sample","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"medical specimen","not_assigned",0,"anthropogenic,hospital",2024,"type",-1
"medical waste water","environmental",1,"wastewater,construction,hospital",20231103,"IsolationSource",-1
"medical/diagnostic sample","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",-1
"medicine capsule","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"mediolabrus comicus","ete3",1,"host_associated",20231103,"Host",2590921
"medium 987","not_assigned",1,,20231103,"Host",-1
"megacopta punctatissima","ete3",1,"host_associated",20231103,"Host",342402
"megaspora","ete3",1,"host_associated",20231103,"Host",88750
"meju","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"meju , fermented soybean","ete4,token_set_ratio,common",0,"food,fermented",2024,"type",3847
"meju , fermented soybean brick","ete4,token_set_ratio,common",0,"food,fermented",2024,"type",3847
"meju , korean fermented soybean food","ete4,inmapping,token_set_ratio",0,"food,fermented",2024,"type",-1
"meju , soybean","not_assigned",0,"host_associated",20231103,"IsolationSource",3847
"melanaphis sacchari","ete3",1,"host_associated",20231103,"Host",742174
"melanocetus johnsonii","ete4,exact",1,"host_associated",2024,"host_name",242962
"meleagris gallopavo","ete4,exact",1,"host_associated",2024,"type",9103
"meles meles","ete3",1,"host_associated",20231103,"Host",9662
"melia azedarach linn . ( chinaberry )","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",155640
"melilotus albus","ete3",1,"host_associated",20231103,"Host",47082
"melilotus officinalis","ete3",1,"host_associated",20231103,"Host",47083
"melipona lateralis","ete3",1,"host_associated",20231103,"Host",486755
"melon","fuzzy_sci",0,"host_associated",20231103,"Host",3656
"meltwater pond","environmental",1,"aquatic,pond",20231103,"IsolationSource",-1
"mercenaria mercenaria","ete3",1,"host_associated",20231103,"Host",6596
"meretrix meretrix","ete4,exact",1,"host_associated",2024,"host_name",291251
"meridian valley soil sampled qinling mountain , area shaanxi province located pr china .","ete4,inmapping,wratio",0,"terrestrial,valley,soil,location",2024,"type",-1
"meromictic lake","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,lake",2024,"type",-1
"meropenem treated soil","environmental",1,"soil",20231103,"IsolationSource",-1
"mesostigma viride","ete3",1,"host_associated",20231103,"Host",41882
"metagenomic assembly","not_assigned",0,,2024,"type",-1
"metal sulfide","not_assigned",1,"material,inorganic",20231103,"IsolationSource",-1
"metal sulfide rock","ete4,inmapping,wratio",1,"material,inorganic",2024,"type",-1
"metal working","not_assigned",1,"material,inorganic",20231103,"IsolationSource",-1
"metal working fluid","ete4,inmapping,wratio",1,"material,inorganic",2024,"type",-1
"microbe","ete4,token_set_ratio,sci",0,"host_associated",2024,"type",-1
"microbe culture isolated granite rock","ete4,inmapping,token_set_ratio",0,"cell_culture,material,inorganic",2024,"type",-1
"microbe organism","ete4,inmapping,wratio",0,,2024,"type",-1
"microbial","ete4,inmapping,wratio",0,"material,organic",2024,"type",-1
"microbial biofilm","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"microbial cell","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"microbial culture","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"microbial isolate","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"microbial isolate culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"microbial keratitis","not_assigned",1,"host_associated,disease","20231103_v2","IsolationSource",-1
"microbial mat","not_assigned",1,"material,organic",20231103,"IsolationSource",-1
"microbial mat zloty stok gold mine","ete4,inmapping,token_set_ratio",0,"material,organic",2024,"type",-1
"microbial mat/biofilm","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"microbial sequencing","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"microcosm","not_assigned",0,,2024,"type",-1
"microcystis culture","not_assigned",1,"material,organic",20231103,"IsolationSource",-1
"microlophium carnosum","ete3",1,"host_associated",20231103,"Host",500459
"microorganism","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",-1
"microorganism culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"micropterus dolomieu","ete3",1,"host_associated","20231103_v2","Host",147949
"micropterus salmoides","ete3",1,"host_associated",20231103,"Host",27706
"microscale soil grain","environmental",1,"soil",20231103,"IsolationSource",-1
"microtermes colony","not_assigned",1,"host_associated",20231103,"Host",201585
"microtermes sp . colony mi106","ete4,inmapping,wratio",0,"host_associated",2024,"host_name",201585
"microtus ochrogaster","ete3",1,"host_associated",20231103,"Host",79684
"mid stream urine","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"middle ear","ete4,inmapping,token_set_ratio",1,"host_associated,auditory_system",2024,"type",-1
"middle part water column temporary meltwater pond","ete4,inmapping,token_set_ratio",1,"aquatic,pond",2024,"type",-1
"midgut","ete4,token_set_ratio,sci",0,"host_associated,gastrointestinal_system,midgut",2024,"type",-1
"midgut crypt sting bug physopelta gutta","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,midgut",2024,"type",209986
"midgut junction","ete4,token_set_ratio,sci",0,"host_associated,gastrointestinal_system,midgut",2024,"type",-1
"midpiece urine","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"midstream specimen urine","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"midstream urine","ete4,inmapping,token_set_ratio",1,"host_associated,urinary_system",2024,"type",-1
"midstream urine sample 96 year old female nephrology clinic ruijin hospital","ete4,token_set_ratio,common",0,"host_associated,urinary_system,location",2024,"type",9606
"midvagina","not_assigned",0,"host_associated,vaginal",2024,"type",-1
"midvaginal wall","ete4,inmapping,token_set_ratio",0,"host_associated,vaginal",2024,"type",-1
"migratory bird","not_assigned",0,"host_associated",20231103,"Host",8782
"milk","ete4,inmapping,token_set_ratio",1,"food,drink",2024,"type",-1
"milk cattle farm","ete4,token_set_ratio,common",0,"food,drink",2024,"type",9913
"milk cheese","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"milk contact traditional sicilian wooden vat ( tina )","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"milk dairy cow acute mastitis","ete4,token_set_ratio,common",0,"food,drink",2024,"type",9913
"milk dairy utensil","ete4,inmapping,token_set_ratio",0,"anthropogenic",2024,"type",-1
"milk fan","not_assigned",1,"food",20231103,"IsolationSource",-1
"milk female","ete4,token_set_ratio,common",0,"food,drink",2024,"type",9606
"milk powder","not_assigned",1,"food",20231103,"IsolationSource",-1
"milk powder production facility","ete4,inmapping,token_set_ratio",1,"anthropogenic,construction",2024,"type",-1
"milk product","not_assigned",1,"food",20231103,"IsolationSource",-1
"milk sample","not_assigned",1,"food","20231103_v2","IsolationSource",-1
"milk sample subclinical mastitis ewe","ete4,inmapping,token_set_ratio",1,"food,drink",2024,"type",-1
"milker hand","not_assigned",1,"host_associated",20231103,"IsolationSource",9606
"milking environment","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"milvus migrans","ete3",1,"host_associated","20231103_v2","Host",52810
"mimosa","ete3",1,"host_associated",20231103,"Host",21013
"mimosa affinis","ete3",1,"host_associated",20231103,"Host",648266
"mimosa caesalpiniifolia","ete3",1,"host_associated",20231103,"Host",560025
"mimosa flocculosa","ete3",1,"host_associated",20231103,"Host",560026
"minced","not_assigned",1,"food",20231103,"IsolationSource",-1
"minced meat","ete4,inmapping,token_set_ratio",1,"food,meat",2024,"type",-1
"mine sediment","environmental",1,"terrestrial,mine,sediment",20231103,"IsolationSource",-1
"mineral sediment lubin copper mine","ete4,inmapping,token_set_ratio",0,"terrestrial,mine,sediment,location",2024,"type",-1
"minibronchoalveolar lavage","ete4,inmapping,wratio",1,"host_associated,respiratory_system,bronchi",2024,"type",-1
"mining soil","environmental",1,"soil",20231103,"IsolationSource",-1
"mink","not_assigned",0,"host_associated",20231103,"Host",9666
"mink raising farm","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",9666
"minnesota","ete4,token_set_ratio,sci",0,"location",2024,"type",-1
"miscanthus x giganteus","ete3",1,"host_associated",20231103,"Host",183674
"miscellaneous body fluid","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"missing","not_assigned",1,,20231103,"Host",-1
"misssing","ete4,inmapping,wratio",1,,2024,"type",-1
"mitral valve","not_assigned",0,"host_associated,circulatory_system,heart",2024,"type",-1
"mix culture","ete4,wratio,sci",0,"cell_culture",2024,"type",-1
"mixed","ete4,inmapping,token_set_ratio",0,,2024,"type",-1
"mixed alfalfa silage","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3879
"mixed cluture","ete4,wratio,sci",0,"cell_culture",2024,"type",-1
"mixed culrure","ete4,wratio,sci",0,"cell_culture",2024,"type",-1
"mixed cultrue","ete4,wratio,sci",0,"cell_culture",2024,"type",-1
"mixed culture","ete4,exact",0,"cell_culture",2024,"type",-1
"mixed culture metagenome","ete4,exact",0,"cell_culture",2024,"host_name",-1
"mixed cultute","ete4,wratio,sci",0,"cell_culture",2024,"type",-1
"mixed host symbiont culture","ete4,inmapping,token_set_ratio",0,"host_associated,cell_culture",2024,"type",-1
"mixed part","not_assigned",1,,20231103,"IsolationSource",-1
"mixed salad","not_assigned",1,"food",20231103,"IsolationSource",-1
"mixed sand sample","fuzzy_sci",1,"soil,sand",20231103,"IsolationSource",-1
"mixed solution sediment sewage","ete4,inmapping,wratio",1,"terrestrial,sediment,wastewater",2024,"type",-1
"mixture contaminated soil water","environmental",1,"soil,contaminated",20231103,"IsolationSource",-1
"mixture corn","not_assigned",0,"host_associated",20231103,"IsolationSource",4577
"mixture corn egg","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"mizuhopecten yessoensis","ete3",1,"host_associated",20231103,"Host",6573
"moderate hot","not_assigned",1,,20231103,"IsolationSource",-1
"moist arsenopyrite ( feass ) containing rock taken mine tunnel approximately 300 ground granite gold mine","ete4,inmapping,token_set_ratio",0,"terrestrial,mine,material,inorganic",2024,"type",-1
"molothrus ater","ete3",1,"host_associated",20231103,"Host",84834
"monitor panel","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"monkey kidney tissueculture fluid fh strain ( eaton agent virus )","ete4,inmapping,token_set_ratio",0,"host_associated,kidney",2024,"type",314293
"mono bacterial isolate","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"mono isolate","not_assigned",0,,2024,"type",-1
"monoalgal mixed culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"monobacterial isolate","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"monoclonal strain","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"monoclonal vitro isolate","ete4,inmapping,wratio",0,"cell_culture",2024,"type",-1
"monoclone","not_assigned",0,,2024,"type",-1
"monoculture","not_assigned",0,"cell_culture",2024,"type",-1
"monoisolate","not_assigned",0,"cell_culture",2024,"type",-1
"monoisolate skin swab","ete4,inmapping,token_set_ratio",0,"host_associated,skin,cell_culture",2024,"type",-1
"monosample","not_assigned",0,,2024,"type",-1
"montane grassland","not_assigned",1,"terrestrial,soil",20231103,"IsolationSource",-1
"montipora informis ( coral )","ete4,inmapping,wratio",1,"host_associated",2024,"type",2773271
"morella rubra","ete3",1,"host_associated",20231103,"Host",262757
"moringa oleifera","ete3",1,"host_associated",20231103,"Host",3735
"morning glory","not_assigned",1,"host_associated",20231103,"IsolationSource",4121
"morone chrysops x morone saxatilis","ete3",1,"host_associated",20231103,"Host",45352
"morone saxatilis","ete3",1,"host_associated","20231103_v2","Host",34816
"morus alba","ete3",1,"host_associated",20231103,"Host",3498
"moschus berezovskii","ete3",1,"host_associated",20231103,"Host",68408
"moss extract","not_assigned",0,"material,organic",2024,"type",-1
"motal cheese","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"moth","not_assigned",0,"host_associated",20231103,"Host",7088
"mother milk","ete4,inmapping,token_set_ratio",1,"food,drink",2024,"type",-1
"mouldy hay","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"mountain","ete4,token_set_ratio,common",0,"terrestrial,mountain",2024,"type",-1
"mountain cabin","ete4,inmapping,token_set_ratio",0,"terrestrial,mountain",2024,"type",-1
"mouse","mouse_synonym",1,"host_associated",20231103,"Host",10090
"mouse blood experimental transmission feeding","ete4,inmapping,token_set_ratio",0,"host_associated,circulatory_system,blood",2024,"type",10090
"mouse gut","mouse_synonym",1,"host_associated,gastrointestinal_system",20231103,"IsolationSource",10090
"mouse lung tissue","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,lung",2024,"type",10090
"mouse ung tissue","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,lung",2024,"type",10090
"mousec57bl/6j","mouse_synonym",1,"host_associated",20231103,"Host",10090
"moutaiflavour daqu","not_assigned",1,,20231103,"IsolationSource",-1
"mouth","ete4,token_set_ratio,common",0,"host_associated,oral",2024,"type",2070378
"mouth swab","ete4,inmapping,token_set_ratio",0,"host_associated,oral",2024,"type",-1
"mu carolus","ete3",1,"host_associated","20231103_v2","Host",10089
"mu musculus","ete3",1,"host_associated",20231103,"Host",10090
"mu musculus ( g2 mouse )","mouse_synonym",1,"host_associated",20231103,"Host",10090
"mu musculus c57bl/6j","fuzzy_sci",1,"host_associated",20231103,"Host",39442
"mu musculus subsp . domesticus","fuzzy_sci",0,"host_associated",20231103,"Host",10092
"mu musculus9","ete4,inmapping,wratio",1,"host_associated",2024,"type",10090
"mucus","ete4,token_set_ratio,sci",0,"host_associated,respiratory_system,mucus",2024,"type",-1
"mud","ete4,inmapping,token_set_ratio",0,"wetland,mud",2024,"type",-1
"mud , soil sediment","ete4,inmapping,wratio",1,"sediment,soil",2024,"type",-1
"mud eutrophic river ryck","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,river,mud,location",2024,"type",-1
"mud flat","not_assigned",1,"wetland,mudflat",20231103,"IsolationSource",-1
"mud sediment","environmental",1,"wetland,mud,sediment",20231103,"IsolationSource",-1
"muddy soil torrent","ete4,inmapping,wratio",1,"mud,soil",2024,"type",-1
"mudflats","not_assigned",1,"wetland,mudflat",20231103,"IsolationSource",-1
"mulberry","not_assigned",0,"host_associated",20231103,"Host",3498
"mulberry blight","not_assigned",0,"host_associated",20231103,"IsolationSource",3498
"mulberry blight tissue","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",3498
"mulberry blight tissue sample","ete4,inmapping,wratio",1,"host_associated",2024,"type",3498
"mulberry endophytes","not_assigned",0,"host_associated",20231103,"IsolationSource",3498
"mulberry wine","ete4,inmapping,token_set_ratio",0,"food,drink,fermented",2024,"type",-1
"mung bean","fuzzy_common",1,"host_associated",20231103,"Host",3916
"mungang hot","not_assigned",1,,20231103,"IsolationSource",-1
"mungang hot spring","ete4,inmapping,token_set_ratio",0,"aquatic,spring,hot",2024,"type",-1
"municipal wastewater","ete4,inmapping,token_set_ratio",0,"wastewater",2024,"type",-1
"murky river mouth","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,river",2024,"type",-1
